,uuid,location_i,count
0,00009999-0000-1000-8000-00177a000002,100,153
1,00009999-0000-1000-8000-00177a000002,102,121
2,00009999-0000-1000-8000-00177a000002,11,117
3,00009999-0000-1000-8000-00177a000002,112.02,45
4,00009999-0000-1000-8000-00177a000002,113,270
5,00009999-0000-1000-8000-00177a000002,13,51
6,00009999-0000-1000-8000-00177a000002,15.02,209
7,00009999-0000-1000-8000-00177a000002,21,949
8,00009999-0000-1000-8000-00177a000002,23,20
9,00009999-0000-1000-8000-00177a000002,33,6
10,00009999-0000-1000-8000-00177a000002,37,12
11,00009999-0000-1000-8000-00177a000002,38,2
12,00009999-0000-1000-8000-00177a000002,56,25
13,00009999-0000-1000-8000-00177a000002,7,168
14,00009999-0000-1000-8000-00177a000002,76,15
15,00009999-0000-1000-8000-00177a000002,77,16
16,00009999-0000-1000-8000-00177a000002,79,6
17,00009999-0000-1000-8000-00177a000002,82,57
18,00009999-0000-1000-8000-00177a000002,83,101
19,00009999-0000-1000-8000-00177a000002,84,456
20,00009999-0000-1000-8000-00177a000002,89,35
21,00009999-0000-1000-8000-00177a000002,9,1
22,00009999-0000-1000-8000-00177a000002,92,9
23,00009999-0000-1000-8000-00177a000002,94,30
24,00009999-0000-1000-8000-00177a000002,96,32
25,00009999-0000-1000-8000-00177a000002,99.01,28
26,00014422-d102-11e1-9b23-00025b00a5a5,100,32
27,000170a0-79dc-4457-8175-c2a3de60b80b,18,53
28,00ce1c6a-0f3e-4ba4-955a-69f997ba4aa4,100,431
29,01059016-c1e6-3da5-7b81-eb84d9860645,21,55
30,010e5daf-960b-43da-b605-89d5f040b217,113,3
31,03040000-2aae-4d26-ad62-03e9a8637ebd,39,236
32,048ec0bc-7d57-4d14-90f0-4f427e8eea36,92,8
33,06649f1a-51ec-40c2-bae0-d1c063eae3bb,109,45
34,06649f1a-51ec-40c2-bae0-d1c063eae3bb,113,265
35,06649f1a-51ec-40c2-bae0-d1c063eae3bb,21,454
36,06649f1a-51ec-40c2-bae0-d1c063eae3bb,245,354
37,06649f1a-51ec-40c2-bae0-d1c063eae3bb,247,26
38,06649f1a-51ec-40c2-bae0-d1c063eae3bb,7,27
39,067c472f-4465-4289-978c-0c76f743b8df,102,217
40,09142332-4556-0f78-899e-ebbcce94eff1,109,287
41,09142332-4556-0f78-899e-ebbcce94eff1,84,33
42,0adb26f9-0f6f-52e3-c28e-e993430def6c,393,4
43,0adb26f9-0f6f-52e3-c28e-e993430def6c,439,6
44,0c722c7e-9a1c-f7b6-8337-579c29b39ed9,30.01,213
45,0f73d453-7524-4862-a864-3420875dba4b,129.01,4
46,0f73d453-7524-4862-a864-3420875dba4b,129.02,3
47,0f73d453-7524-4862-a864-3420875dba4b,31,73
48,0f73d453-7524-4862-a864-3420875dba4b,35,13
49,12345678-abe6-c60b-ec01-098765432101,92,250
50,146c60f1-23c8-6b23-34f3-b3ded89b4de0,31,230
51,146c60f1-23c8-6b23-34f3-b3ded89b4de0,33,1387
52,14839ac4-7d7e-415c-9a42-167340cf2339,15.02,30
53,1566d364-f9fb-47bf-9174-1f6f5c8734a2,92,64
54,18a54793-5c75-49ae-af6d-3edda84dffc3,100,15
55,18a54793-5c75-49ae-af6d-3edda84dffc3,102,14
56,18a54793-5c75-49ae-af6d-3edda84dffc3,112.03,14
57,18a54793-5c75-49ae-af6d-3edda84dffc3,21,142
58,18a54793-5c75-49ae-af6d-3edda84dffc3,31,35
59,18a54793-5c75-49ae-af6d-3edda84dffc3,33,10
60,18a54793-5c75-49ae-af6d-3edda84dffc3,39,30
61,18a54793-5c75-49ae-af6d-3edda84dffc3,43,64
62,18a54793-5c75-49ae-af6d-3edda84dffc3,9,128
63,18a54793-5c75-49ae-af6d-3edda84dffc3,92,5
64,18a54793-5c75-49ae-af6d-3edda84dffc3,96,34
65,19aea2b5-f0a9-4e7a-9599-69f65845dd03,43,1
66,1acbad6e-e1a5-4838-a62a-d35d00c35b01,100,205
67,1acbad6e-e1a5-4838-a62a-d35d00c35b01,7,282
68,1acbad6e-e1a5-4838-a62a-d35d00c35b01,92,7
69,1b9f43be-9830-48a9-9d2f-5684fbe67624,18,265
70,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,102,34
71,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,109,41
72,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,112.03,26
73,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,113,174
74,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,129.01,24
75,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,129.02,76
76,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,13,87
77,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,15.02,6
78,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,153,25
79,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,157,26
80,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,16,3
81,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,21,38
82,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,227,66
83,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,245,182
84,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,259.02,15
85,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,285.01,8
86,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,285.02,32
87,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,30.01,30
88,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,33,157
89,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,35,83
90,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,39,28
91,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,45,114
92,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,61,1
93,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,7,91
94,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,84,27
95,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,94,5
96,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,76,273
97,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,82,346
98,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,84,417
99,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,94,13
100,1e84766c-ac5c-4df6-a0af-3ea98dd5a91a,7,159
101,1e84766c-ac5c-4df6-a0af-3ea98dd5a91a,94,90
102,1f8e8fed-e2b7-49c8-8c17-51871e707cda,113,1129
103,20205def-9026-4955-bdcf-0a6a0fb547d2,21,212
104,20310c9b-98c7-94eb-2d47-cc42227e086f,21,300
105,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,109,262
106,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,113,178
107,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,115,20
108,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,7,226
109,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,82,1
110,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,84,11
111,23445723-7230-5723-5800-28375abefd12,113,64
112,23445723-7230-5723-5800-28375abefd12,84,115
113,23445723-7230-5723-5800-28375abefd12,92,9
114,23e93f28-8b8b-45aa-a916-d68765b70982,113,36
