,uuid,census_id,count
0,00009999-0000-1000-8000-00177a000002,13,168
1,00009999-0000-1000-8000-00177a000002,19,1
2,00009999-0000-1000-8000-00177a000002,29,8
3,00009999-0000-1000-8000-00177a000002,34,709
4,00009999-0000-1000-8000-00177a000002,60,2
5,00009999-0000-1000-8000-00177a000002,78,25
6,00009999-0000-1000-8000-00177a000002,101,15
7,00009999-0000-1000-8000-00177a000002,102,16
8,00009999-0000-1000-8000-00177a000002,104,6
9,00009999-0000-1000-8000-00177a000002,107,57
10,00009999-0000-1000-8000-00177a000002,108,101
11,00009999-0000-1000-8000-00177a000002,109,456
12,00009999-0000-1000-8000-00177a000002,117,35
13,00009999-0000-1000-8000-00177a000002,120,9
14,00009999-0000-1000-8000-00177a000002,122,30
15,00009999-0000-1000-8000-00177a000002,124,32
16,00009999-0000-1000-8000-00177a000002,127,28
17,00009999-0000-1000-8000-00177a000002,131,153
18,00009999-0000-1000-8000-00177a000002,133,121
19,00009999-0000-1000-8000-00177a000002,145,45
20,00009999-0000-1000-8000-00177a000002,147,270
21,00009999-0000-1000-8000-00177a000002,749,117
22,00009999-0000-1000-8000-00177a000002,750,51
23,00009999-0000-1000-8000-00177a000002,752,201
24,00009999-0000-1000-8000-00177a000002,758,240
25,00009999-0000-1000-8000-00177a000002,760,20
26,00009999-0000-1000-8000-00177a000002,765,6
27,00009999-0000-1000-8000-00177a000002,769,12
28,00014422-d102-11e1-9b23-00025b00a5a5,131,32
29,000170a0-79dc-4457-8175-c2a3de60b80b,32,53
30,00ce1c6a-0f3e-4ba4-955a-69f997ba4aa4,131,431
31,01059016-c1e6-3da5-7b81-eb84d9860645,34,55
32,010e5daf-960b-43da-b605-89d5f040b217,147,3
33,03040000-2aae-4d26-ad62-03e9a8637ebd,61,236
34,048ec0bc-7d57-4d14-90f0-4f427e8eea36,120,8
35,06649f1a-51ec-40c2-bae0-d1c063eae3bb,13,27
36,06649f1a-51ec-40c2-bae0-d1c063eae3bb,34,454
37,06649f1a-51ec-40c2-bae0-d1c063eae3bb,141,45
38,06649f1a-51ec-40c2-bae0-d1c063eae3bb,147,265
39,06649f1a-51ec-40c2-bae0-d1c063eae3bb,954,354
40,06649f1a-51ec-40c2-bae0-d1c063eae3bb,956,26
41,067c472f-4465-4289-978c-0c76f743b8df,133,217
42,09142332-4556-0f78-899e-ebbcce94eff1,109,33
43,09142332-4556-0f78-899e-ebbcce94eff1,141,287
44,0adb26f9-0f6f-52e3-c28e-e993430def6c,1096,4
45,0adb26f9-0f6f-52e3-c28e-e993430def6c,1143,6
46,0c722c7e-9a1c-f7b6-8337-579c29b39ed9,51,213
47,0f73d453-7524-4862-a864-3420875dba4b,53,73
48,0f73d453-7524-4862-a864-3420875dba4b,767,13
49,0f73d453-7524-4862-a864-3420875dba4b,846,4
50,0f73d453-7524-4862-a864-3420875dba4b,847,3
51,12345678-abe6-c60b-ec01-098765432101,120,250
52,146c60f1-23c8-6b23-34f3-b3ded89b4de0,53,230
53,146c60f1-23c8-6b23-34f3-b3ded89b4de0,55,1387
54,14839ac4-7d7e-415c-9a42-167340cf2339,29,30
55,1566d364-f9fb-47bf-9174-1f6f5c8734a2,120,64
56,18a54793-5c75-49ae-af6d-3edda84dffc3,34,142
57,18a54793-5c75-49ae-af6d-3edda84dffc3,53,35
58,18a54793-5c75-49ae-af6d-3edda84dffc3,55,10
59,18a54793-5c75-49ae-af6d-3edda84dffc3,61,30
60,18a54793-5c75-49ae-af6d-3edda84dffc3,120,5
61,18a54793-5c75-49ae-af6d-3edda84dffc3,124,34
62,18a54793-5c75-49ae-af6d-3edda84dffc3,131,15
63,18a54793-5c75-49ae-af6d-3edda84dffc3,133,14
64,18a54793-5c75-49ae-af6d-3edda84dffc3,146,14
65,18a54793-5c75-49ae-af6d-3edda84dffc3,748,128
66,18a54793-5c75-49ae-af6d-3edda84dffc3,773,64
67,19aea2b5-f0a9-4e7a-9599-69f65845dd03,66,1
68,1acbad6e-e1a5-4838-a62a-d35d00c35b01,13,282
69,1acbad6e-e1a5-4838-a62a-d35d00c35b01,120,7
70,1acbad6e-e1a5-4838-a62a-d35d00c35b01,131,205
71,1b9f43be-9830-48a9-9d2f-5684fbe67624,32,265
72,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,13,91
73,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,23,87
74,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,29,6
75,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,31,3
76,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,34,32
77,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,51,30
78,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,55,157
79,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,61,28
80,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,83,1
81,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,109,27
82,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,122,5
83,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,133,34
84,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,141,41
85,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,146,26
86,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,147,174
87,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,758,6
88,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,767,83
89,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,775,114
90,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,846,24
91,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,847,76
92,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,871,25
93,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,874,26
94,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,938,66
95,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,954,182
96,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,969,15
97,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,995,8
98,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,996,32
99,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,101,273
100,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,107,346
101,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,109,417
102,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,122,13
103,1e84766c-ac5c-4df6-a0af-3ea98dd5a91a,13,159
104,1e84766c-ac5c-4df6-a0af-3ea98dd5a91a,122,90
105,1f8e8fed-e2b7-49c8-8c17-51871e707cda,147,1129
106,20205def-9026-4955-bdcf-0a6a0fb547d2,34,212
107,20310c9b-98c7-94eb-2d47-cc42227e086f,34,300
108,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,13,226
109,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,107,1
110,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,109,11
111,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,141,262
112,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,147,178
113,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,150,20
114,23445723-7230-5723-5800-28375abefd12,109,115
115,23445723-7230-5723-5800-28375abefd12,120,9
116,23445723-7230-5723-5800-28375abefd12,147,64
117,23e93f28-8b8b-45aa-a916-d68765b70982,147,36
118,264a2992-d007-432e-b4ed-37d6af6e8d04,101,86
119,264a2992-d007-432e-b4ed-37d6af6e8d04,109,57
120,264a2992-d007-432e-b4ed-37d6af6e8d04,141,393
121,264a2992-d007-432e-b4ed-37d6af6e8d04,147,468
122,2686f39c-bada-4658-854a-a62e7e5e8b8d,12,2
123,2686f39c-bada-4658-854a-a62e7e5e8b8d,13,2728
124,2686f39c-bada-4658-854a-a62e7e5e8b8d,19,668
125,2686f39c-bada-4658-854a-a62e7e5e8b8d,20,322
126,2686f39c-bada-4658-854a-a62e7e5e8b8d,22,150
127,2686f39c-bada-4658-854a-a62e7e5e8b8d,23,646
128,2686f39c-bada-4658-854a-a62e7e5e8b8d,24,2
129,2686f39c-bada-4658-854a-a62e7e5e8b8d,25,507
130,2686f39c-bada-4658-854a-a62e7e5e8b8d,28,58
131,2686f39c-bada-4658-854a-a62e7e5e8b8d,29,373
132,2686f39c-bada-4658-854a-a62e7e5e8b8d,31,18
133,2686f39c-bada-4658-854a-a62e7e5e8b8d,32,1252
134,2686f39c-bada-4658-854a-a62e7e5e8b8d,34,13546
135,2686f39c-bada-4658-854a-a62e7e5e8b8d,51,1019
136,2686f39c-bada-4658-854a-a62e7e5e8b8d,53,1008
137,2686f39c-bada-4658-854a-a62e7e5e8b8d,55,4456
138,2686f39c-bada-4658-854a-a62e7e5e8b8d,61,614
139,2686f39c-bada-4658-854a-a62e7e5e8b8d,66,1
140,2686f39c-bada-4658-854a-a62e7e5e8b8d,73,102
141,2686f39c-bada-4658-854a-a62e7e5e8b8d,74,94
142,2686f39c-bada-4658-854a-a62e7e5e8b8d,76,3
143,2686f39c-bada-4658-854a-a62e7e5e8b8d,77,14
144,2686f39c-bada-4658-854a-a62e7e5e8b8d,78,3
145,2686f39c-bada-4658-854a-a62e7e5e8b8d,79,3
146,2686f39c-bada-4658-854a-a62e7e5e8b8d,80,2
147,2686f39c-bada-4658-854a-a62e7e5e8b8d,87,58
148,2686f39c-bada-4658-854a-a62e7e5e8b8d,99,3
149,2686f39c-bada-4658-854a-a62e7e5e8b8d,107,32
150,2686f39c-bada-4658-854a-a62e7e5e8b8d,109,432
151,2686f39c-bada-4658-854a-a62e7e5e8b8d,120,253
152,2686f39c-bada-4658-854a-a62e7e5e8b8d,122,535
153,2686f39c-bada-4658-854a-a62e7e5e8b8d,124,419
154,2686f39c-bada-4658-854a-a62e7e5e8b8d,130,9
155,2686f39c-bada-4658-854a-a62e7e5e8b8d,131,424
156,2686f39c-bada-4658-854a-a62e7e5e8b8d,132,198
157,2686f39c-bada-4658-854a-a62e7e5e8b8d,133,740
158,2686f39c-bada-4658-854a-a62e7e5e8b8d,135,257
159,2686f39c-bada-4658-854a-a62e7e5e8b8d,141,2648
160,2686f39c-bada-4658-854a-a62e7e5e8b8d,143,206
161,2686f39c-bada-4658-854a-a62e7e5e8b8d,144,78
162,2686f39c-bada-4658-854a-a62e7e5e8b8d,145,345
163,2686f39c-bada-4658-854a-a62e7e5e8b8d,146,119
164,2686f39c-bada-4658-854a-a62e7e5e8b8d,147,3663
165,2686f39c-bada-4658-854a-a62e7e5e8b8d,148,76
166,2686f39c-bada-4658-854a-a62e7e5e8b8d,154,22
167,2686f39c-bada-4658-854a-a62e7e5e8b8d,747,400
168,2686f39c-bada-4658-854a-a62e7e5e8b8d,748,1244
169,2686f39c-bada-4658-854a-a62e7e5e8b8d,749,156
170,2686f39c-bada-4658-854a-a62e7e5e8b8d,750,5
171,2686f39c-bada-4658-854a-a62e7e5e8b8d,752,146
172,2686f39c-bada-4658-854a-a62e7e5e8b8d,758,43
173,2686f39c-bada-4658-854a-a62e7e5e8b8d,760,5
174,2686f39c-bada-4658-854a-a62e7e5e8b8d,767,12
175,2686f39c-bada-4658-854a-a62e7e5e8b8d,769,883
